,code,name,area
3066,000504,南华生物,湖南
3067,002505,大康农业,湖南
3068,600929,湖南盐业,湖南
3069,002155,湖南黄金,湖南
3070,601901,方正证券,湖南
3071,002397,梦洁股份,湖南
3072,600731,湖南海利,湖南
3073,600478,科力远,湖南
3074,002567,唐人神,湖南
3075,000932,华菱钢铁,湖南
3076,002903,宇环数控,湖南
3077,300740,御家汇,湖南
3078,002549,凯美特气,湖南
3079,000430,张家界,湖南
3080,002716,金贵银业,湖南
3081,002523,天桥起重,湖南
3082,002892,科力尔,湖南
3083,600599,熊猫金控,湖南
3084,601636,旗滨集团,湖南
3085,002852,道道全,湖南
3086,603989,艾华集团,湖南
3087,300672,国科微,湖南
3088,300187,永清环保,湖南
3089,600416,湘电股份,湖南
3090,300413,快乐购,湖南
3091,002913,奥士康,湖南
3092,002412,汉森制药,湖南
3093,002847,盐津铺子,湖南
3094,300216,千山药机,湖南
3095,002650,加加食品,湖南
3096,000722,湖南发展,湖南
3097,000989,九 芝 堂,湖南
3098,600156,华升股份,湖南
3099,002661,克明面业,湖南
3100,002761,多喜爱,湖南
3101,300358,楚天科技,湖南
3102,300705,九典制药,湖南
3103,000702,正虹科技,湖南
3104,600744,华银电力,湖南
3105,002848,高斯贝尔,湖南
3106,300700,岱勒新材,湖南
3107,000998,隆平高科,湖南
3108,600390,五矿资本,湖南
3109,002251,步 步 高,湖南
3110,002125,湘潭电化,湖南
3111,300474,景嘉微,湖南
3112,002185,华天科技,甘肃
3113,000995,*ST皇台,甘肃
3114,600738,兰州民百,甘肃
3115,600543,莫高股份,甘肃
3116,002145,中核钛白,甘肃
3117,601212,白银有色,甘肃
3118,603999,读者传媒,甘肃
3119,002772,众兴菌业,甘肃
3120,600311,荣华实业,甘肃
3121,601086,国芳集团,甘肃
3122,600108,亚盛集团,甘肃
3123,300021,大禹节水,甘肃
3124,600516,方大炭素,甘肃
3125,603919,金徽酒,甘肃
3126,600354,敦煌种业,甘肃
3127,603169,兰石重装,甘肃
3128,300534,陇神戎发,甘肃
3129,601798,*ST蓝科,甘肃
3130,002910,庄园牧场,甘肃
3131,000791,甘肃电投,甘肃
3132,300084,海默科技,甘肃
3133,000981,银亿股份,甘肃
3134,000691,亚太实业,甘肃
3135,002644,佛慈制药,甘肃
3136,002219,恒康医疗,甘肃
3137,000552,靖远煤电,甘肃
3138,000779,三毛派神,甘肃
3139,600687,刚泰控股,甘肃
3140,600307,酒钢宏兴,甘肃
3141,600192,长城电工,甘肃
3142,600720,祁连山,甘肃
3143,000929,兰州黄河,甘肃
3144,000672,上峰水泥,甘肃
3145,000753,漳州发展,福建
3146,600203,福日电子,福建
3147,300427,红相股份,福建
3148,600755,厦门国贸,福建
3149,603696,安记食品,福建
3150,600660,福耀玻璃,福建
3151,300650,太龙照明,福建
3152,300632,光莆股份,福建
3153,600549,厦门钨业,福建
3154,002593,日上集团,福建
3155,600802,福建水泥,福建
3156,600493,凤竹纺织,福建
3157,002752,昇兴股份,福建
3158,002785,万里石,福建
3159,002529,海源机械,福建
3160,002702,海欣食品,福建
3161,002674,兴业科技,福建
3162,300560,中富通,福建
3163,601933,永辉超市,福建
3164,002679,福建金森,福建
3165,002474,榕基软件,福建
3166,002398,建研集团,福建
3167,600067,冠城大通,福建
3168,603444,吉比特,福建
3169,603668,天马科技,福建
3170,603686,龙马环卫,福建
3171,600592,龙溪股份,福建
3172,603615,茶花股份,福建
3173,300657,弘信电子,福建
3174,002235,安妮股份,福建
3175,603636,南威软件,福建
3176,600033,福建高速,福建
3177,002174,游族网络,福建
3178,603383,顶点软件,福建
3179,000547,航天发展,福建
3180,603663,三祥新材,福建
3181,002110,三钢闽光,福建
3182,603363,傲农生物,福建
3183,002639,雪人股份,福建
3184,603678,火炬电子,福建
3185,300062,中能电气,福建
3186,603628,清源股份,福建
3187,600734,实达集团,福建
3188,002901,大博医疗,福建
3189,300341,麦迪电气,福建
3190,000592,平潭发展,福建
3191,300174,元力股份,福建
3192,002029,七 匹 狼,福建
3193,600573,惠泉啤酒,福建
3194,300096,易联众,福建
3195,002803,吉宏股份,福建
3196,002578,闽发铝业,福建
3197,600163,中闽能源,福建
3198,603909,合诚股份,福建
3199,600388,龙净环保,福建
3200,000663,永安林业,福建
3201,300750,宁德时代,福建
3202,300685,艾德生物,福建
3203,002093,国脉科技,福建
3204,002222,福晶科技,福建
3205,603345,安井食品,福建
3206,000905,厦门港务,福建
3207,300648,星云股份,福建
3208,300658,延江股份,福建
3209,300299,富春股份,福建
3210,000701,厦门信达,福建
3211,600693,东百集团,福建
3212,600897,厦门空港,福建
3213,300198,纳川股份,福建
3214,603180,金牌厨柜,福建
3215,300640,德艺文创,福建
3216,002098,浔兴股份,福建
3217,600563,法拉电子,福建
3218,002102,冠福股份,福建
3219,600870,*ST厦华,福建
3220,601166,兴业银行,福建
3221,000997,新 大 陆,福建
3222,300605,恒锋信息,福建
3223,000536,华映科技,福建
3224,603737,三棵树,福建
3225,002626,金达威,福建
3226,002682,龙洲股份,福建
3227,300436,广生堂,福建
3228,000671,阳 光 城,福建
3229,300525,博思软件,福建
3230,002228,合兴包装,福建
3231,603306,华懋科技,福建
3232,002925,盈趣科技,福建
3233,000993,闽东电力,福建
3234,002790,瑞尔特,福建
3235,002729,好利来,福建
3236,603555,贵人鸟,福建
3237,600483,福能股份,福建
3238,000526,紫光学大,福建
3239,603879,永悦科技,福建
3240,300712,永福股份,福建
3241,002335,科华恒盛,福建
3242,300188,美亚柏科,福建
3243,300051,三五互联,福建
3244,600153,建发股份,福建
3245,601566,九牧王,福建
3246,603817,海峡环保,福建
3247,002070,*ST众和,福建
3248,002517,恺英网络,福建
3249,600057,厦门象屿,福建
3250,601377,兴业证券,福建
3251,002396,星网锐捷,福建
3252,601899,紫金矿业,福建
3253,002299,圣农发展,福建
3254,300706,阿石创,福建
3255,600686,金龙汽车,福建
3256,002509,天广中茂,福建
3257,002788,鹭燕医药,福建
3258,603826,坤彩科技,福建
3259,600711,盛屯矿业,福建
3260,000732,泰禾集团,福建
3261,000632,三木集团,福建
3262,603933,睿能科技,福建
3263,600103,青山纸业,福建
3264,002264,新 华 都,福建
3265,002868,绿康生化,福建
3266,300628,亿联网络,福建
3267,002614,奥佳华,福建
3268,002300,太阳电缆,福建
3269,002229,鸿博股份,福建
3270,300056,三维丝,福建
3271,000797,中国武夷,福建
3272,300102,乾照光电,福建
3273,600815,厦工股份,福建
3274,300132,青松股份,福建
3275,600436,片仔癀,福建
3276,002826,易明医药,西藏
3277,000762,西藏矿业,西藏
3278,603669,灵康药业,西藏
3279,601020,华钰矿业,西藏
3280,600338,西藏珠峰,西藏
3281,600326,西藏天路,西藏
3282,300624,万兴科技,西藏
3283,600211,西藏药业,西藏
3284,002653,海思科,西藏
3285,600873,梅花生物,西藏
3286,300741,华宝股份,西藏
3287,000752,西藏发展,西藏
3288,600749,*ST藏旅,西藏
3289,603676,卫信康,西藏
3290,002827,高争民爆,西藏
3291,600773,西藏城投,西藏
3292,002287,奇正藏药,西藏
3293,600765,中航重机,贵州
3294,603458,勘设股份,贵州
3295,002928,华夏航空,贵州
3296,600523,贵航股份,贵州
3297,002039,黔源电力,贵州
3298,600996,贵广网络,贵州
3299,002895,川恒股份,贵州
3300,000540,中天金融,贵州
3301,600594,益佰制药,贵州
3302,600395,盘江股份,贵州
3303,600992,贵绳股份,贵州
3304,600227,圣济堂,贵州
3305,600112,天成控股,贵州
3306,002424,贵州百灵,贵州
3307,002025,航天电器,贵州
3308,002873,新天药业,贵州
3309,300288,朗玛信息,贵州
3310,002390,信邦制药,贵州
3311,603058,永吉股份,贵州
3312,601997,贵阳银行,贵州
3313,000733,振华科技,贵州
3314,600519,贵州茅台,贵州
3315,000589,黔轮胎Ａ,贵州
3316,600903,贵州燃气,贵州
3317,600367,红星发展,贵州
3318,000851,高鸿股份,贵州
3319,002927,泰永长征,贵州
3320,000920,南方汇通,贵州
3321,002037,久联发展,贵州
3322,000898,鞍钢股份,辽宁
3323,600346,恒力股份,辽宁
3324,000597,东北制药,辽宁
3325,300293,蓝英装备,辽宁
3326,300573,兴齐眼药,辽宁
3327,300210,森远股份,辽宁
3328,000751,锌业股份,辽宁
3329,600739,辽宁成大,辽宁
3330,002606,大连电瓷,辽宁
3331,600718,东软集团,辽宁
3332,000715,中兴商业,辽宁
3333,603399,吉翔股份,辽宁
3334,000820,神雾节能,辽宁
3335,002231,奥维通信,辽宁
3336,603866,桃李面包,辽宁
3337,002220,天宝食品,辽宁
3338,000679,大连友谊,辽宁
3339,600297,广汇汽车,辽宁
3340,600317,营口港,辽宁
3341,002447,晨鑫科技,辽宁
3342,600190,锦州港,辽宁
3343,600747,ST大控,辽宁
3344,600399,*ST抚钢,辽宁
3345,000881,中广核技,辽宁
3346,600795,国电电力,辽宁
3347,600125,铁龙物流,辽宁
3348,601999,出版传媒,辽宁
3349,000809,铁岭新城,辽宁
3350,300473,德尔股份,辽宁
3351,002689,远大智能,辽宁
3352,600167,联美控股,辽宁
3353,600609,金杯汽车,辽宁
3354,002204,大连重工,辽宁
3355,600306,商业城,辽宁
3356,000530,大冷股份,辽宁
3357,600233,圆通速递,辽宁
3358,000410,沈阳机床,辽宁
3359,300125,易世达,辽宁
3360,600715,文投控股,辽宁
3361,600241,时代万恒,辽宁
3362,000616,海航投资,辽宁
3363,300202,聚龙股份,辽宁
3364,000698,沈阳化工,辽宁
3365,000692,惠天热电,辽宁
3366,300024,机器人,辽宁
3367,300405,科隆股份,辽宁
3368,601880,大连港,辽宁
3369,002069,獐子岛,辽宁
3370,600694,大商股份,辽宁
3371,300082,奥克股份,辽宁
3372,600593,大连圣亚,辽宁
3373,600231,凌钢股份,辽宁
3374,002667,鞍重股份,辽宁
3375,300097,智云股份,辽宁
3376,000761,本钢板材,辽宁
3377,603318,派思股份,辽宁
3378,002354,天神娱乐,辽宁
3379,002731,萃华珠宝,辽宁
3380,603315,福鞍股份,辽宁
3381,603360,百傲化学,辽宁
3382,000059,华锦股份,辽宁
3383,002487,大金重工,辽宁
3384,603609,禾丰牧业,辽宁
3385,603396,金辰股份,辽宁
3386,600396,金山股份,辽宁
3387,002621,三垒股份,辽宁
3388,600758,红阳能源,辽宁
3389,000638,万方发展,辽宁
3390,600719,大连热电,辽宁
3391,300290,荣科科技,辽宁
3392,000818,航锦科技,辽宁
3393,600303,曙光股份,辽宁
3394,603766,隆鑫通用,重庆
3395,600847,万里股份,重庆
3396,600106,重庆路桥,重庆
3397,600369,西南证券,重庆
3398,300363,博腾股份,重庆
3399,600939,重庆建工,重庆
3400,000688,建新矿业,重庆
3401,002742,三圣股份,重庆
3402,603601,再升科技,重庆
3403,600917,重庆燃气,重庆
3404,002507,涪陵榨菜,重庆
3405,603717,天域生态,重庆
3406,600877,ST嘉陵,重庆
3407,000892,欢瑞世纪,重庆
3408,000565,渝三峡Ａ,重庆
3409,000950,*ST建峰,重庆
3410,601777,力帆股份,重庆
3411,601158,重庆水务,重庆
3412,000514,渝 开 发,重庆
3413,300122,智飞生物,重庆
3414,600452,涪陵电力,重庆
3415,002765,蓝黛传动,重庆
3416,601005,重庆钢铁,重庆
3417,600729,重庆百货,重庆
3418,001696,宗申动力,重庆
3419,601965,中国汽研,重庆
3420,600116,三峡水利,重庆
3421,601127,小康股份,重庆
3422,000788,北大医药,重庆
3423,002004,华邦健康,重庆
3424,603976,正川股份,重庆
3425,000736,中交地产,重庆
3426,603758,秦安股份,重庆
3427,603100,川仪股份,重庆
3428,600129,太极集团,重庆
3429,300006,莱美药业,重庆
3430,002872,天圣制药,重庆
3431,002558,巨人网络,重庆
3432,000591,太阳能,重庆
3433,600132,重庆啤酒,重庆
3434,600292,远达环保,重庆
3435,600666,奥瑞德,重庆
3436,300194,福安药业,重庆
3437,002907,华森制药,重庆
3438,600279,重庆港九,重庆
3439,000656,金科股份,重庆
3440,600565,迪马股份,重庆
3441,300275,梅安森,重庆
3442,000625,长安汽车,重庆
3443,600217,中再资环,陕西
3444,002109,兴化股份,陕西
3445,300103,达刚路机,陕西
3446,000837,秦川机床,陕西
3447,000796,凯撒旅游,陕西
3448,000697,炼石有色,陕西
3449,002267,陕天然气,陕西
3450,300581,晨曦航空,陕西
3451,000812,陕西金叶,陕西
3452,600706,曲江文旅,陕西
3453,601958,金钼股份,陕西
3454,300140,中环装备,陕西
3455,000768,中航飞机,陕西
3456,300397,天和防务,陕西
3457,601369,陕鼓动力,陕西
3458,600456,宝钛股份,陕西
3459,600984,建设机械,陕西
3460,600379,宝光股份,陕西
3461,601225,陕西煤业,陕西
3462,600817,ST宏盛,陕西
3463,600455,博通股份,陕西
3464,000516,国际医学,陕西
3465,002149,西部材料,陕西
3466,000721,西安饮食,陕西
3467,600893,航发动力,陕西
3468,601179,中国西电,陕西
3469,600248,延长化建,陕西
3470,601012,隆基股份,陕西
3471,600707,彩虹股份,陕西
3472,300487,蓝晓科技,陕西
3473,002799,环球印务,陕西
3474,601015,陕西黑猫,陕西
3475,300023,宝德股份,陕西
3476,600302,标准股份,陕西
3477,000564,供销大集,陕西
3478,002673,西部证券,陕西
3479,000610,西安旅游,陕西
3480,300114,中航电测,陕西
3481,002864,盘龙药业,陕西
3482,600080,金花股份,陕西
3483,603139,康惠制药,陕西
3484,600343,航天动力,陕西
3485,000563,陕国投Ａ,陕西
3486,300116,坚瑞沃能,陕西
3487,300164,通源石油,陕西
3488,600831,广电网络,陕西
3489,000561,烽火电子,陕西
3490,600869,智慧能源,青海
3491,000792,盐湖股份,青海
3492,600381,青海春天,青海
3493,600243,青海华鼎,青海
3494,600714,金瑞矿业,青海
3495,601168,西部矿业,青海
3496,600771,广誉远,青海
3497,600117,西宁特钢,青海
3498,000408,藏格控股,青海
3499,002646,青青稞酒,青海
3500,000606,顺利办,青海
3501,603843,正平股份,青海
3502,600356,恒丰纸业,黑龙江
3503,600664,哈药股份,黑龙江
3504,600891,秋林集团,黑龙江
3505,000587,金洲慈航,黑龙江
3506,601188,龙江交通,黑龙江
3507,600095,哈高科,黑龙江
3508,300040,九洲电气,黑龙江
3509,002698,博实股份,黑龙江
3510,600179,安通控股,黑龙江
3511,600829,人民同泰,黑龙江
3512,600811,东方集团,黑龙江
3513,002900,哈三联,黑龙江
3514,600038,中直股份,黑龙江
3515,002737,葵花药业,黑龙江
3516,600705,中航资本,黑龙江
3517,600371,万向德农,黑龙江
3518,600289,*ST信通,黑龙江
3519,600864,哈投股份,黑龙江
3520,600726,华电能源,黑龙江
3521,002437,誉衡药业,黑龙江
3522,603567,珍宝岛,黑龙江
3523,601106,中国一重,黑龙江
3524,601011,宝泰隆,黑龙江
3525,000985,大庆华科,黑龙江
3526,600202,*ST哈空,黑龙江
3527,603023,威帝股份,黑龙江
3528,600178,东安动力,黑龙江
3529,000901,航天科技,黑龙江
3530,600598,北大荒,黑龙江
3531,600182,S佳通,黑龙江
3532,600701,*ST工新,黑龙江
3533,600187,国中水务,黑龙江
3534,300489,中飞股份,黑龙江
3535,000711,京蓝科技,黑龙江
3536,000922,*ST佳电,黑龙江
3537,600853,龙建股份,黑龙江
