date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2018-07-06,7.71,7.94,7.8,7.54,20521.77,-0.01,-0.13,8.032,8.089,9.593,23526.29,44761.53,37078.23
2018-07-05,8.01,8.14,7.85,7.65,17314.6,-0.15,-1.88,8.164,8.159,10.074,28252.91,43404.95,36859.45
2018-07-04,8.01,8.23,7.98,7.91,20993.6,-0.3,-3.62,8.256,8.318,10.554,35290.47,42098.79,36385.09
2018-07-03,8.2,8.34,8.29,8.0,27211.4,0.06,0.73,8.294,8.569,11.032,41346.91,41501.83,35813.03
2018-07-02,8.35,8.45,8.24,8.12,31590.07,-0.23,-2.71,8.192,8.906,11.501,46906.99,42107.74,35310.97
2018-06-29,8.35,8.57,8.46,8.14,44154.87,0.16,1.93,8.146,9.281,11.905,65996.77,43272.89,34076.52
2018-06-28,8.06,8.44,8.31,8.0,52502.41,0.16,1.96,8.154,9.596,12.272,58556.99,40716.0,32084.68
2018-06-27,7.7,8.19,8.17,7.69,51275.8,0.39,5.01,8.38,9.948,12.642,48907.11,41470.84,29822.5
2018-06-26,7.65,7.79,7.78,7.48,55011.81,-0.24,-2.99,8.844,10.293,13.062,41656.75,40466.0,27525.26
2018-06-25,7.65,8.5,8.01,7.65,127038.95,-0.49,-5.76,9.62,10.709,13.503,37308.49,38119.82,25137.72
2018-06-22,8.5,8.5,8.5,8.5,6956.0,-0.94,-9.96,10.416,11.096,13.939,20549.01,29394.93,19060.45
2018-06-21,9.44,9.44,9.44,9.44,4253.0,-1.05,-10.01,11.038,11.989,14.359,22875.01,30313.96,19217.73
2018-06-20,11.6,11.95,10.49,10.49,15024.0,-1.16,-9.96,11.516,12.79,14.757,34034.57,30671.39,19457.15
2018-06-19,11.86,11.86,11.66,11.37,33270.49,-0.31,-2.59,11.742,13.495,15.13,39275.24,30124.23,19129.9
2018-06-15,11.78,11.99,11.99,10.45,43241.58,0.38,3.27,11.798,14.096,15.462,38931.15,28514.21,17758.37
2018-06-14,11.68,11.97,11.61,11.51,18586.0,-0.22,-1.86,11.776,14.529,15.767,38240.84,24880.15,15754.49
2018-06-13,11.58,11.87,11.83,11.29,60050.79,0.24,2.07,12.94,14.948,16.104,37752.9,23453.35,14980.94
2018-06-12,11.81,11.9,11.62,11.4,41227.34,-0.31,-2.6,14.064,15.336,16.446,27308.2,18174.16,12077.85
2018-06-11,11.7,11.98,11.94,10.92,31550.02,0.06,0.51,15.248,15.83,16.811,20973.21,14584.52,10257.28
2018-06-08,12.02,12.33,11.88,11.7,39790.05,-0.25,-2.06,16.394,16.296,17.137,18097.27,12155.63,8856.73
2018-06-07,17.66,17.79,17.43,17.19,16146.29,-0.06,-0.34,17.282,16.781,17.486,11519.46,8725.98,7037.03
2018-06-06,17.48,17.66,17.45,17.09,7827.29,-0.08,-0.46,16.956,16.729,17.573,9153.8,8121.5,6374.71
2018-06-05,17.8,18.0,17.54,16.86,9552.41,-0.11,-0.62,16.608,16.723,17.663,9040.11,8242.92,6203.85
2018-06-04,16.63,17.72,17.67,16.34,17170.3,1.38,8.47,16.412,16.765,17.757,8195.83,8135.57,6019.68
2018-06-01,15.88,16.38,16.32,15.83,6901.0,0.52,3.29,16.198,16.827,17.875,6213.98,7002.54,5768.17
2018-05-31,15.8,15.95,15.8,15.72,4318.0,0.08,0.51,16.28,17.005,18.045,5932.49,6628.83,5665.83
2018-05-30,16.5,16.5,15.71,15.68,7258.85,-0.84,-5.08,16.502,17.26,18.243,7089.21,6508.52,5870.78
2018-05-29,16.6,16.77,16.56,16.42,5331.0,-0.04,-0.24,16.838,17.556,18.439,7445.72,5981.54,5845.03
2018-05-28,16.97,16.99,16.6,16.56,7261.06,-0.17,-1.01,17.118,17.791,18.572,8075.3,5930.04,5680.58
2018-05-25,16.97,17.05,16.73,16.57,5493.55,-0.18,-1.06,17.456,17.978,18.711,7791.09,5557.83,5493.53
2018-05-24,17.44,17.55,16.91,16.79,10101.57,-0.47,-2.7,17.73,18.19,18.837,7325.16,5348.08,5456.27
2018-05-23,17.9,17.9,17.39,17.12,9041.41,-0.56,-3.12,18.018,18.417,18.941,5927.84,4627.92,5038.34
2018-05-22,18.31,18.31,17.96,17.58,8478.91,-0.32,-1.75,18.274,18.602,18.993,4517.35,4164.79,4682.47
2018-05-21,18.14,18.5,18.29,18.1,5840.0,0.13,0.72,18.464,18.749,19.028,3784.77,3903.8,4368.63
2018-05-18,18.2,18.37,18.1,18.0,3163.93,-0.23,-1.25,18.5,18.922,19.058,3324.57,4533.81,4214.28
2018-05-17,18.41,18.7,18.35,18.3,3114.93,-0.32,-1.71,18.65,19.084,19.098,3370.99,4702.82,4205.13
2018-05-16,18.82,18.89,18.67,18.65,1989.0,-0.23,-1.22,18.816,19.225,19.145,3328.0,5233.03,4130.83
2018-05-15,18.18,18.92,18.91,18.18,4816.0,0.39,2.11,18.93,19.322,19.187,3812.22,5708.53,4190.68
2018-05-14,18.98,18.98,18.47,18.38,3539.0,-0.36,-1.91,19.034,19.352,19.247,4022.82,5431.13,4111.38
2018-05-11,19.14,19.22,18.85,18.8,3396.0,-0.32,-1.67,19.344,19.443,19.338,5743.04,5429.23,4147.1
2018-05-10,19.36,19.4,19.18,19.02,2900.0,-0.05,-0.26,19.518,19.484,19.428,6034.66,5564.47,4118.3
2018-05-09,19.03,19.53,19.24,19.03,4410.1,-0.2,-1.03,19.634,19.465,19.515,7138.06,5448.77,4398.4
2018-05-08,20.1,20.35,19.43,19.4,5869.0,-0.59,-2.95,19.714,19.384,19.58,7604.84,5200.16,4664.18
2018-05-07,19.76,20.18,20.02,19.75,12140.1,0.3,1.52,19.67,19.306,19.635,6839.44,4833.46,4684.7
2018-05-04,19.58,19.9,19.72,19.39,4854.1,-0.05,-0.25,19.542,19.193,19.648,5115.42,3894.75,4340.75
2018-05-03,19.84,19.99,19.76,19.51,8417.0,0.14,0.71,19.45,19.111,19.683,5094.27,3707.44,4394.44
2018-05-02,19.28,19.76,19.64,19.28,6744.0,0.35,1.81,19.296,19.065,19.716,3759.47,3028.64,4457.02
2018-04-27,19.2,19.44,19.21,19.16,2042.0,-0.15,-0.78,19.054,19.052,19.74,2795.47,2672.84,4394.77
2018-04-26,19.3,19.8,19.38,19.21,3520.0,0.15,0.78,18.942,19.141,19.788,2827.47,2791.64,4917.91
2018-04-25,18.88,19.45,19.26,18.56,4748.37,0.28,1.48,18.844,19.233,19.782,2674.07,2864.96,5095.32
2018-04-24,19.15,19.15,18.99,18.58,1743.0,0.55,2.98,18.772,19.372,19.751,2320.6,2672.12,5309.61
2018-04-23,18.62,18.85,18.43,18.42,1924.0,-0.19,-1.02,18.834,19.564,19.721,2297.8,3348.02,5509.41
2018-04-20,18.58,19.68,18.65,18.58,2202.0,-0.23,-1.22,19.05,19.776,19.752,2550.2,4128.21,5522.71
2018-04-19,18.93,19.01,18.89,18.5,2753.0,-0.04,-0.21,19.34,19.964,19.772,2755.8,4535.94,5608.66
2018-04-18,19.3,19.49,18.9,18.5,2981.0,-0.4,-2.07,19.622,20.102,19.767,3055.85,4786.74,5640.24
