date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2018-07-06,7.57,7.61,7.6,7.31,6786.85,0.09,1.2,7.696,7.777,8.007,6588.55,7630.57,18286.87
2018-07-05,7.64,7.75,7.5,7.5,7952.0,-0.24,-3.1,7.764,7.786,8.081,6734.78,8212.02,19687.74
2018-07-04,7.85,7.85,7.78,7.6,8418.88,-0.02,-0.26,7.828,7.806,8.155,6410.78,10787.82,20999.92
2018-07-03,7.82,7.92,7.8,7.71,5187.0,-0.01,-0.13,7.838,7.806,8.207,6130.8,17874.62,22039.98
2018-07-02,7.89,8.0,7.8,7.8,4598.0,-0.14,-1.76,7.854,7.806,8.261,6974.2,21377.38,24173.2
2018-06-29,7.8,7.97,7.94,7.77,7518.0,0.13,1.67,7.858,7.85,8.306,8672.6,22644.08,27693.65
2018-06-28,7.84,8.0,7.82,7.77,6332.0,-0.02,-0.26,7.808,7.878,8.342,9689.27,24627.68,30946.38
2018-06-27,7.97,7.97,7.83,7.78,7019.0,-0.04,-0.51,7.784,7.948,8.358,15164.87,25474.09,32556.88
2018-06-26,7.79,7.92,7.88,7.6,9404.0,0.06,0.77,7.774,8.033,8.376,29618.45,26797.29,33098.53
2018-06-25,7.78,7.91,7.82,7.68,13090.01,0.1,1.29,7.758,8.121,8.393,35780.55,28052.64,33406.49
2018-06-22,7.54,7.74,7.69,7.47,12601.34,-0.04,-0.52,7.842,8.237,8.411,36615.55,28943.16,33463.31
2018-06-21,7.5,7.74,7.7,7.2,33710.01,-0.09,-1.16,7.948,8.376,8.436,39566.08,31163.46,33637.95
2018-06-20,7.6,7.88,7.78,6.98,79286.88,0.03,0.39,8.112,8.504,8.46,35783.3,31212.01,32841.86
2018-06-19,8.17,8.29,7.8,7.41,40214.52,-0.43,-5.22,8.292,8.608,8.491,23976.14,26205.33,31060.78
2018-06-15,8.29,8.33,8.24,8.15,17265.0,0.01,0.12,8.484,8.715,8.526,20324.73,26969.02,33652.09
2018-06-14,8.58,8.66,8.22,8.18,27354.01,-0.3,-3.52,8.632,8.761,8.51,21270.77,32743.23,36725.71
2018-06-13,8.62,8.73,8.52,8.5,14796.08,-0.15,-1.73,8.804,8.805,8.478,22760.84,37265.09,35623.66
2018-06-12,8.69,8.75,8.68,8.55,20251.08,-0.07,-0.8,8.896,8.768,8.434,26640.72,39639.68,35141.86
2018-06-11,8.92,8.95,8.76,8.64,21957.5,-0.23,-2.56,8.924,8.718,8.382,28434.52,39399.77,34504.56
2018-06-08,9.03,9.09,8.98,8.94,21995.16,-0.1,-1.1,8.946,8.664,8.328,33613.3,38760.33,33699.01
2018-06-07,8.92,9.11,9.08,8.88,34804.36,0.1,1.11,8.89,8.585,8.266,44215.7,37983.45,33002.0
2018-06-06,8.85,9.09,8.98,8.76,34195.48,0.16,1.81,8.806,8.496,8.211,51769.35,36112.43,31667.58
2018-06-05,8.8,8.94,8.82,8.75,29220.11,0.0,0.0,8.64,8.416,8.16,52638.65,34471.71,30383.11
2018-06-04,8.75,8.96,8.87,8.58,47851.4,0.16,1.84,8.512,8.374,8.121,50365.02,35916.23,30125.83
2018-06-01,8.57,9.05,8.7,8.52,75007.14,0.04,0.46,8.382,8.336,8.07,43907.36,40335.16,28278.72
2018-05-31,8.18,8.96,8.66,8.14,72572.61,0.51,6.26,8.28,8.258,8.02,31751.21,40708.2,24679.41
2018-05-30,8.14,8.37,8.15,8.03,38542.0,-0.05,-0.61,8.186,8.15,7.974,20455.52,33982.23,21346.38
2018-05-29,8.15,8.33,8.18,8.12,17851.95,-0.03,-0.36,8.192,8.099,7.948,16304.76,30644.03,19852.18
2018-05-28,8.14,8.36,8.22,8.0,15563.09,0.03,0.37,8.236,8.046,7.927,21467.44,29609.34,19185.57
2018-05-25,8.2,8.26,8.19,8.08,14226.4,0.0,0.0,8.29,7.991,7.9,36762.97,28637.68,18964.97
2018-05-24,8.24,8.32,8.19,8.18,16094.16,-0.01,-0.12,8.236,7.946,7.885,49665.18,28020.54,19131.85
2018-05-23,8.39,8.4,8.18,8.18,17788.2,-0.21,-2.5,8.114,7.925,7.856,47508.95,27222.73,24281.2
2018-05-22,8.31,8.53,8.4,8.23,43665.35,-0.07,-0.83,8.006,7.903,7.823,44983.31,26294.51,23623.19
2018-05-21,7.88,8.7,8.49,7.87,92040.74,0.54,6.79,7.856,7.868,7.782,37751.24,24335.42,21876.72
2018-05-18,8.3,8.3,7.92,7.86,78737.45,0.34,4.49,7.692,7.804,7.736,20512.39,16222.28,17587.34
2018-05-17,7.68,7.68,7.58,7.55,5313.0,-0.07,-0.92,7.656,7.781,7.721,6375.9,8650.63,14268.15
2018-05-16,7.64,7.67,7.64,7.55,5160.0,-0.01,-0.13,7.736,7.797,7.717,6936.5,8710.53,14461.5
2018-05-15,7.74,7.74,7.65,7.6,7505.0,-0.02,-0.26,7.8,7.796,7.712,7605.7,9060.33,15319.33
2018-05-14,7.86,7.86,7.67,7.64,5846.5,-0.07,-0.9,7.88,7.807,7.722,10919.6,8761.8,15490.88
2018-05-11,7.9,7.9,7.74,7.71,8055.01,-0.14,-1.78,7.916,7.808,7.728,11932.16,9292.26,15488.05
2018-05-10,7.93,8.0,7.98,7.91,8116.0,0.02,0.25,7.906,7.823,7.731,10925.36,10243.17,15409.43
2018-05-09,8.04,8.05,7.96,7.92,8506.0,-0.09,-1.12,7.858,7.787,7.723,10484.56,21339.68,15502.68
2018-05-08,7.85,8.07,8.05,7.84,24074.51,0.2,2.55,7.792,7.743,7.711,10514.95,20951.88,15416.69
2018-05-07,7.74,7.98,7.85,7.7,10909.29,0.15,1.95,7.734,7.696,7.696,6604.0,19418.03,14587.71
2018-05-04,7.76,7.76,7.69,7.67,3021.0,-0.03,-0.39,7.7,7.668,7.691,6652.36,18952.4,14644.54
2018-05-03,7.75,7.77,7.74,7.62,5912.0,0.06,0.78,7.74,7.661,7.699,9560.98,19885.66,15567.34
2018-05-02,7.75,7.8,7.63,7.6,8657.94,-0.12,-1.55,7.716,7.636,7.705,32194.79,20212.46,15754.09
2018-04-27,7.71,7.78,7.76,7.66,4519.77,0.04,0.52,7.694,7.628,7.719,31388.8,21578.33,15846.54
2018-04-26,7.89,7.9,7.68,7.68,11151.09,-0.21,-2.66,7.658,7.636,7.727,32232.05,22219.95,16242.03
2018-04-25,7.67,7.92,7.89,7.65,17564.08,0.26,3.41,7.636,7.647,7.744,31252.43,21683.85,16593.88
2018-04-24,7.53,7.73,7.62,7.53,119081.08,0.09,1.2,7.582,7.638,7.746,30210.35,20575.7,16296.47
2018-04-23,7.58,7.58,7.52,7.45,4628.0,-0.06,-0.79,7.556,7.658,7.762,8230.13,9665.69,12216.97
2018-04-20,7.52,7.69,7.58,7.48,8736.01,0.01,0.13,7.562,7.678,7.783,11767.85,9881.5,12968.92
2018-04-19,7.53,7.64,7.57,7.51,6253.0,-0.05,-0.66,7.614,7.695,7.8,12207.84,9757.4,14287.83
2018-04-18,7.48,7.76,7.62,7.31,12353.64,0.14,1.87,7.658,7.714,7.82,12115.26,10336.68,15827.36
2018-04-17,7.56,7.65,7.49,7.45,9180.0,-0.04,-0.53,7.694,7.737,7.858,10941.05,11249.03,16512.29
2018-04-16,7.75,7.8,7.55,7.5,22316.58,-0.3,-3.82,7.76,7.774,7.909,11101.25,11295.73,19747.69
