date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2018-07-06,19.66,21.11,20.21,19.66,73954.64,0.68,3.48,20.0,19.465,20.069,58862.69,51595.29,47861.84
2018-07-05,20.2,20.49,19.53,19.41,52219.52,-1.02,-4.96,19.858,19.214,20.138,52344.7,48378.79,45284.66
2018-07-04,20.98,21.21,20.55,20.24,74008.79,-0.25,-1.2,19.694,19.051,20.264,48741.14,50560.71,43589.28
2018-07-03,18.71,20.8,20.8,18.71,59673.87,1.89,9.99,19.368,18.985,20.351,42598.21,49059.3,40875.29
2018-07-02,19.55,19.7,18.91,18.62,34456.63,-0.59,-3.03,18.992,18.985,20.404,38918.02,49840.74,38686.91
2018-06-29,18.85,19.64,19.5,18.6,41364.71,0.79,4.22,18.93,19.391,20.541,44327.89,54543.96,38031.4
2018-06-28,18.91,19.55,18.71,18.47,34201.72,-0.21,-1.11,18.57,19.648,20.679,44412.88,53100.19,37116.15
2018-06-27,18.95,19.67,18.92,18.7,43294.1,0.0,0.0,18.408,19.929,20.842,52380.27,51914.88,37136.21
2018-06-26,18.34,19.23,18.92,18.05,41272.96,0.32,1.72,18.602,20.177,21.02,55520.4,49822.49,36027.6
2018-06-25,17.85,19.17,18.6,17.8,61505.95,0.9,5.08,18.978,20.371,21.195,60763.46,48182.29,35385.55
2018-06-22,17.5,18.13,17.7,17.2,41789.68,-0.2,-1.12,19.852,20.673,21.396,64760.03,44128.39,35629.63
2018-06-21,20.04,20.06,17.9,17.9,74038.64,-1.99,-10.01,20.726,21.061,21.707,61787.49,42190.53,35278.74
2018-06-20,20.58,20.8,19.89,19.02,58994.76,-0.91,-4.38,21.45,21.476,22.036,51449.5,36617.86,33744.13
2018-06-19,22.61,22.97,20.8,20.67,67488.29,-2.17,-9.45,21.752,21.717,22.262,44124.57,32691.29,32718.64
2018-06-15,22.09,23.63,22.97,22.09,81488.77,0.9,4.08,21.764,21.823,22.451,35601.11,27533.08,31316.47
