date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2018-06-26,15.1,16.08,15.84,15.1,23201.14,0.32,2.06,15.816,17.566,19.169,27931.8,38027.8,59772.14
2018-06-25,15.7,15.98,15.52,15.5,22051.14,-0.06,-0.39,15.94,18.14,19.549,31322.39,43141.15,70148.43
2018-06-22,15.01,15.73,15.58,14.7,26092.81,0.44,2.91,16.494,18.696,19.838,37870.34,47146.9,71311.14
2018-06-21,16.8,16.95,15.28,15.17,39240.39,-1.58,-9.37,17.336,19.186,20.027,42626.1,50580.84,71092.2
2018-06-20,16.49,17.16,16.86,16.2,29073.54,0.4,2.43,18.416,19.8,20.248,42608.22,54121.41,71004.33
2018-06-19,18.02,18.21,16.46,16.46,40154.07,-1.83,-10.01,19.316,20.22,20.398,48123.8,58449.54,70558.6
2018-06-15,19.82,19.98,18.29,18.2,54790.89,-1.5,-7.58,20.34,20.585,20.56,54959.92,58721.23,69592.67
2018-06-14,20.38,20.85,19.79,19.7,49871.59,-0.89,-4.3,20.898,20.766,20.615,56423.46,59816.28,67601.55
2018-06-13,21.22,21.27,20.68,20.6,39151.0,-0.68,-3.18,21.036,20.878,20.588,58535.58,64142.67,65737.87
2018-06-12,21.55,21.56,21.36,20.61,56651.43,-0.22,-1.02,21.184,20.788,20.507,65634.61,70394.18,64682.29
2018-06-11,21.01,21.72,21.58,20.71,74334.68,0.5,2.37,21.124,20.772,20.413,68775.28,81516.49,62854.5
2018-06-08,20.56,21.4,21.08,20.27,62108.62,0.6,2.93,20.83,20.957,20.299,62482.54,97155.7,60089.04
2018-06-07,21.5,21.58,20.48,20.4,60432.17,-0.94,-4.39,20.634,20.979,20.205,63209.09,95475.38,58484.4
2018-06-06,20.81,21.46,21.42,20.65,74646.13,0.36,1.71,20.72,20.867,20.172,69749.76,91603.56,57419.92
2018-06-05,20.0,21.09,21.06,19.88,72354.8,0.95,4.72,20.392,20.695,20.109,75153.75,87887.25,58003.43
2018-06-04,19.99,20.5,20.11,19.81,42871.0,0.01,0.05,20.42,20.575,20.077,94257.7,82667.67,55829.57
2018-06-01,20.5,20.65,20.1,19.47,65741.35,-0.81,-3.87,21.084,20.534,20.0,131828.86,80464.11,54459.02
2018-05-31,20.12,20.99,20.91,19.88,93135.5,1.13,5.71,21.324,20.464,19.901,127741.66,75386.82,51789.02
2018-05-30,20.33,20.62,19.78,19.28,101666.12,-1.42,-6.7,21.014,20.298,19.77,113457.37,67333.07,47810.55
2018-05-29,22.02,22.88,21.2,21.1,167874.52,-2.23,-9.52,20.998,20.225,19.684,100620.75,58970.39,43328.99
2018-05-28,22.0,23.43,23.43,21.92,230726.8,2.13,10.0,20.73,20.054,19.525,71077.64,44192.52,35626.98
2018-05-25,19.33,21.3,21.3,19.33,45305.36,1.94,10.02,19.984,19.64,19.231,29099.35,23022.38,24773.99
2018-05-24,19.25,19.57,19.36,19.14,21714.06,-0.34,-1.73,19.604,19.43,19.08,23031.97,21493.42,23131.22
2018-05-23,20.39,20.8,19.7,19.7,37483.0,-0.16,-0.81,19.582,19.476,19.019,21208.76,23236.27,22545.32
2018-05-22,19.86,20.1,19.86,19.66,20158.97,0.16,0.81,19.452,19.522,18.913,17320.03,28119.61,21284.42
2018-05-21,19.62,19.93,19.7,19.59,20835.37,0.3,1.55,19.378,19.579,18.817,17307.39,28991.46,21180.58
2018-05-18,19.15,19.45,19.4,19.15,14968.45,0.15,0.78,19.296,19.466,18.782,16945.41,28453.93,20990.32
2018-05-17,19.05,19.37,19.25,19.04,12598.0,0.2,1.05,19.256,19.338,18.762,19954.86,28191.23,21255.07
2018-05-16,19.48,19.48,19.05,19.02,18039.37,-0.44,-2.26,19.37,19.242,18.725,25263.79,28288.03,21382.85
2018-05-15,19.3,19.6,19.49,18.92,20095.78,0.2,1.04,19.592,19.143,18.736,38919.18,27687.59,21253.91
2018-05-14,19.18,19.67,19.29,19.08,19025.45,0.09,0.47,19.78,18.996,18.744,40675.53,27061.44,21168.99
2018-05-11,19.8,19.92,19.2,19.02,30015.7,-0.62,-3.13,19.636,18.822,18.775,39962.45,26525.6,21668.32
2018-05-10,19.86,20.13,19.82,19.55,39142.64,-0.34,-1.69,19.42,18.729,18.831,36427.59,24769.03,22278.22
2018-05-09,20.99,21.28,20.16,20.01,86316.34,-0.27,-1.32,19.114,18.562,18.81,31312.27,21854.37,21196.39
2018-05-08,18.88,20.43,20.43,18.83,28877.53,1.86,10.02,18.694,18.304,18.791,16456.0,14449.24,17656.29
2018-05-07,18.14,18.65,18.57,18.14,15460.02,0.45,2.48,18.212,18.054,18.745,13447.35,13369.7,17221.71
2018-05-04,18.26,18.45,18.12,17.92,12341.44,-0.17,-0.93,18.008,18.097,18.786,13088.76,13526.7,17171.34
2018-05-03,18.27,18.33,18.29,17.6,13566.0,0.23,1.27,18.038,18.186,18.863,13110.47,14318.92,17863.35
2018-05-02,18.02,18.56,18.06,17.9,12035.0,0.04,0.22,18.01,18.207,18.909,12396.47,14477.68,18174.17
2018-04-27,17.55,18.37,18.02,17.31,13834.31,0.47,2.68,17.914,18.328,18.942,12442.47,14820.23,18225.56
2018-04-26,18.2,18.23,17.55,17.55,13667.06,-0.72,-3.94,17.896,18.491,18.965,13292.05,15276.54,18286.3
2018-04-25,18.01,18.45,18.27,17.92,12450.0,0.12,0.66,18.186,18.727,19.009,13964.65,16811.04,18332.52
2018-04-24,17.66,18.18,18.15,17.58,9996.0,0.57,3.24,18.334,18.932,18.998,15527.36,19787.4,18513.36
2018-04-23,17.7,18.02,17.58,17.18,12264.99,-0.35,-1.95,18.404,19.057,19.0,16558.89,20538.42,19553.51
2018-04-20,18.98,18.98,17.93,17.9,18082.18,-1.07,-5.63,18.742,19.277,19.128,17197.99,20863.34,19956.11
2018-04-19,18.81,19.05,19.0,18.64,17030.06,-0.01,-0.05,19.086,19.435,19.222,17261.03,21073.73,20091.9
2018-04-18,18.61,19.14,19.01,18.18,20263.58,0.51,2.76,19.268,19.475,19.257,19657.44,20815.98,19875.55
2018-04-17,19.3,19.43,18.5,18.2,15153.62,-0.77,-4.0,19.53,19.539,19.298,24047.43,21407.79,19488.15
2018-04-16,19.58,19.59,19.27,19.03,15460.5,-0.38,-1.93,19.71,19.611,19.352,24517.95,21870.66,19325.1
2018-04-13,19.91,20.17,19.65,19.55,18397.37,-0.26,-1.31,19.812,19.556,19.378,24528.7,21630.89,20149.86
2018-04-12,20.37,20.59,19.91,19.72,29012.12,-0.41,-2.02,19.784,19.438,19.428,24886.42,21296.07,20370.1
2018-04-11,19.49,20.48,20.32,19.45,42213.54,0.92,4.74,19.682,19.29,19.463,21974.52,19854.0,20619.84
2018-04-10,19.75,19.78,19.4,19.11,17506.23,-0.38,-1.92,19.548,19.064,19.476,18768.14,17239.33,20264.44
2018-04-09,19.18,20.0,19.78,19.13,15514.23,0.27,1.38,19.512,18.943,19.51,19223.37,18568.6,21252.84
2018-04-04,19.44,20.24,19.51,19.41,20186.0,0.11,0.57,19.3,18.979,19.495,18733.08,19048.88,21472.41
