date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2018-07-06,7.57,7.71,7.62,7.17,24182.68,0.03,0.4,7.816,8.115,8.294,32452.52,53607.72,55571.68
2018-07-05,7.79,7.84,7.62,7.53,19839.0,-0.14,-1.8,7.958,8.143,8.422,45080.31,58612.03,55486.39
2018-07-04,8.01,8.01,7.8,7.58,36687.15,-0.23,-2.86,8.072,8.101,8.558,53606.78,59851.79,55101.81
2018-07-03,8.08,8.09,8.04,7.65,37363.06,0.03,0.38,8.148,8.058,8.687,61551.0,61045.28,54335.76
2018-07-02,8.26,8.26,8.0,7.9,44190.69,-0.25,-3.03,8.276,7.972,8.8,73534.95,72131.41,52896.63
2018-06-29,8.52,8.54,8.33,8.0,87321.67,0.13,1.58,8.414,7.93,8.916,74762.92,77031.34,51210.3
2018-06-28,8.28,8.82,8.19,8.14,62471.34,0.06,0.74,8.328,7.939,9.016,72143.74,78266.28,47831.9
2018-06-27,8.43,8.67,8.18,8.07,76408.25,-0.49,-5.65,8.13,8.056,9.129,66096.81,75012.11,45410.69
2018-06-26,8.63,9.33,8.68,8.6,97282.81,-0.01,-0.12,7.968,8.222,9.253,60539.56,68879.99,42044.38
2018-06-25,8.68,8.69,8.69,8.34,50330.51,0.79,10.0,7.668,8.339,9.353,70727.87,60519.01,37902.23
2018-06-22,7.18,7.9,7.9,7.11,74225.78,0.72,10.03,7.446,8.473,9.446,79299.77,57535.64,35835.26
2018-06-21,7.37,7.53,7.2,7.13,32236.68,-0.17,-2.31,7.55,8.701,9.587,84388.81,52360.76,33717.32
2018-06-20,6.87,7.5,7.37,6.68,48622.0,0.4,5.74,7.982,9.014,9.764,83927.42,50351.83,33396.37
2018-06-19,6.82,7.18,7.18,6.82,148224.39,-0.4,-5.28,8.476,9.316,9.931,77220.42,47626.23,31599.52
2018-06-15,8.4,8.42,7.58,7.58,93190.0,-0.84,-9.98,9.01,9.627,10.111,50310.15,33661.85,25229.25
2018-06-14,9.3,9.3,8.42,8.42,99671.0,-0.94,-10.04,9.5,9.901,10.266,35771.51,25389.26,21760.9
2018-06-13,9.84,9.95,9.36,9.22,29929.72,-0.48,-4.88,9.852,10.092,10.377,20332.71,17397.52,18484.2
2018-06-12,9.8,9.89,9.84,9.66,15087.0,0.0,0.0,10.046,10.202,10.429,16776.24,15809.26,18233.76
2018-06-11,9.9,9.98,9.85,9.8,13673.01,-0.17,-1.7,10.156,10.283,10.461,18032.04,15208.76,20541.33
2018-06-08,10.26,10.26,10.03,9.94,20496.8,-0.15,-1.47,10.244,10.366,10.469,17013.55,15285.44,20963.43
2018-06-07,10.32,10.32,10.18,10.07,22477.01,-0.15,-1.45,10.302,10.419,10.474,15007.01,14134.88,20997.44
2018-06-06,10.32,10.38,10.33,10.23,12147.37,-0.02,-0.19,10.332,10.473,10.477,14462.33,15073.88,20388.36
2018-06-05,10.28,10.39,10.39,10.23,21366.02,0.11,1.07,10.358,10.514,10.474,14842.28,16440.92,20543.28
2018-06-04,10.37,10.37,10.29,10.21,8580.55,-0.01,-0.1,10.41,10.546,10.472,12385.48,15572.82,20012.08
2018-06-01,10.39,10.4,10.32,10.25,10464.12,0.0,0.0,10.488,10.595,10.483,13557.34,16796.66,20465.06
2018-05-31,10.48,10.58,10.33,10.2,19753.6,-0.08,-0.77,10.536,10.63,10.49,13262.74,18132.53,20542.56
2018-05-30,10.57,10.57,10.46,10.31,14047.13,-0.16,-1.51,10.614,10.662,10.494,15685.42,19570.87,20430.93
2018-05-29,10.63,10.65,10.65,10.54,9082.01,0.0,0.0,10.67,10.656,10.492,18039.55,20658.26,20780.57
2018-05-28,10.5,10.7,10.68,10.47,14439.83,0.11,1.04,10.682,10.638,10.484,18760.15,25873.9,21056.22
2018-05-25,10.8,10.8,10.56,10.56,8991.11,-0.16,-1.49,10.702,10.571,10.472,20035.98,26641.41,21476.03
2018-05-24,10.74,10.75,10.72,10.4,31867.01,-0.02,-0.19,10.724,10.528,10.469,23002.32,27860.0,22652.62
2018-05-23,10.71,10.77,10.74,10.58,25817.77,0.01,0.09,10.71,10.48,10.441,23456.33,25702.85,23078.12
2018-05-22,10.74,10.86,10.71,10.65,12685.02,-0.03,-0.28,10.642,10.433,10.419,23276.98,24645.65,22267.48
2018-05-21,10.66,10.78,10.78,10.55,20819.0,0.12,1.13,10.594,10.398,10.405,32987.65,24451.35,22558.33
2018-05-18,10.65,10.72,10.67,10.48,23822.82,0.03,0.28,10.44,10.37,10.383,33246.84,24133.46,22355.18
2018-05-17,10.32,10.65,10.65,10.32,34137.04,0.25,2.4,10.332,10.35,10.378,32717.67,22952.59,21902.5
2018-05-16,10.47,10.55,10.4,10.35,24921.01,-0.05,-0.48,10.25,10.326,10.372,27949.38,21290.99,20842.9
2018-05-15,10.0,10.7,10.47,10.0,61238.39,0.47,4.7,10.224,10.327,10.392,26014.33,20902.89,20527.28
2018-05-14,10.15,10.31,10.01,9.9,22114.92,-0.11,-1.09,10.202,10.33,10.408,15915.05,16238.55,18186.68
2018-05-11,10.31,10.31,10.13,10.06,21177.0,-0.14,-1.36,10.3,10.373,10.447,15020.07,16310.66,18133.73
2018-05-10,10.27,10.33,10.24,10.21,10295.57,-0.11,-1.06,10.368,10.41,10.493,13187.5,17445.24,17851.84
2018-05-09,10.3,10.37,10.27,10.22,15245.76,-0.1,-0.96,10.402,10.402,10.533,14632.59,20453.38,19562.45
2018-05-08,10.5,10.6,10.36,10.31,10742.0,-0.13,-1.24,10.43,10.404,10.568,15791.44,19889.3,19576.58
2018-05-07,10.44,10.55,10.5,10.42,17640.04,0.04,0.38,10.458,10.412,10.604,16562.04,20665.3,19922.43
2018-05-04,10.33,10.48,10.47,10.3,12014.15,0.07,0.67,10.446,10.396,10.633,17601.24,20576.9,19994.54
2018-05-03,10.37,10.41,10.41,10.27,17521.02,0.0,0.0,10.452,10.405,10.672,21702.97,20852.42,21281.28
2018-05-02,10.48,10.5,10.41,10.32,21040.0,-0.09,-0.86,10.402,10.418,10.704,26274.17,20394.81,22466.6
2018-04-27,10.22,10.53,10.5,10.21,14595.01,0.06,0.57,10.378,10.457,10.741,23987.17,20151.67,24196.02
2018-04-26,10.49,10.6,10.44,10.25,22836.0,-0.05,-0.48,10.366,10.486,10.752,24768.56,20134.81,24321.52
2018-04-25,10.11,10.69,10.5,10.05,32522.82,0.36,3.55,10.346,10.521,10.767,23552.56,19956.81,24073.82
2018-04-24,10.29,10.45,10.16,10.1,40377.0,-0.13,-1.26,10.358,10.576,10.772,20001.86,18258.45,23287.03
2018-04-23,10.51,10.51,10.29,10.19,9605.0,-0.23,-2.19,10.434,10.664,10.781,14515.46,18671.51,23000.34
2018-04-20,10.35,10.65,10.44,10.25,18502.0,0.09,0.87,10.536,10.732,10.805,16316.16,19263.86,23238.54
2018-04-19,10.5,10.58,10.34,10.32,16756.0,-0.22,-2.08,10.606,10.795,10.824,15501.06,19179.56,22934.04
2018-04-18,10.59,10.77,10.56,10.5,14769.3,0.04,0.38,10.696,10.869,10.849,16361.06,19412.18,22717.39
2018-04-17,10.8,10.89,10.54,10.45,12945.01,-0.21,-1.95,10.794,10.939,10.868,16515.04,21710.14,22746.19
